"director.id","worker.id","condition","sitename","privacy","avatars","contentrank","usersrank","socnetwork","revenue","agg.result","agg.nopriv","agg.noprivsn","age","edu","hhsize","female","notenglish","hhemploy","employed.f","country","feeds","tabs","norm"
10242,"A2DS468PKXJR8H","Betting","Kiva",1,0,0,0,0,0,1,0,0,36,"College or University-level degree",5,"Female","Sometimes",1,"employed full time","US","Good understanding","Good understanding",FALSE
10243,"AT8BBT915B0L1","Reward–accuracy","Kiva",1,1,1,1,1,1,6,5,4,25,"Post-graduate or professional degree",2,"Female","Never",1,"student","US",NA,"Full understanding",FALSE
10245,"AEJCNB18HFVVW","Cheap talk–normative incentives","Kiva",1,0,1,1,0,0,3,2,2,46,"College or University-level degree",1,"Female","Never",0,"employed full time","US","Some understanding","Good understanding",FALSE
10246,"A3VH1YUKHIJ6JL","Cheap talk–normative incentives","kiva",1,1,1,1,1,1,6,5,4,20,"Some college or university-level education, without degree",6,"Male","Never",3,"employed other","US","Good understanding","Full understanding",FALSE
10247,"AULZN29A4UE6T","Punishment–agreement","Kiva - Loans that change Lives",0,1,0,0,0,0,1,1,1,25,"Some college or university-level education, without degree",2,"Female","Rarely",1,"employed full time","US","Good understanding","Full understanding",FALSE
10248,"A1WUMSLWGOP0T","Tournament scoring","KIVA",1,1,1,1,1,1,6,5,4,34,"College or University-level degree",1,"Male","Sometimes",0,"employed full time","US","Some understanding","Full understanding",FALSE
10249,"A2QVUCCFIUXI2P","Trust","Kiva",1,1,0,0,1,0,3,2,1,24,"College or University-level degree",6,"Female","Very often",2,"student","BN","Some understanding","Full understanding",FALSE
10250,"A1K024W1OOTFI9","Solidarity","Kiva",1,1,0,0,1,0,3,2,1,52,"Post-graduate or professional degree",2,"Female","Never",2,"employed full time","US",NA,"Full understanding",FALSE
10251,"A3IYM6KNE3M7P4","Cheap talk–surveillance","kiva",0,1,0,0,1,0,2,2,1,26,"Post-graduate or professional degree",4,"Female","Often",3,"employed full time","IN",NA,"Little understanding",FALSE
10252,"A2GP3EJB5JX2ZR","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,23,"Some college or university-level education, without degree",1,"Female","Sometimes",NA,"employed full time","US",NA,"Full understanding",NA
10253,"AGF6IM4C59TOR","Betting","Kiva",1,1,1,1,1,1,6,5,4,21,"Some college or university-level education, without degree",2,"Female","Often",1,"employed part time","US","Good understanding","Good understanding",FALSE
10254,"AK6NEBBGDX0VH","BTS","Kiva",1,1,0,0,0,1,3,2,2,25,"College or University-level degree",4,"Male","Often",2,"employed full time","IN","Good understanding","Full understanding",FALSE
10255,"AJBA1KZY1JS19","Reward–accuracy","Kiva",1,1,1,1,0,1,5,4,4,26,"Some college or university-level education, without degree",2,"Male","Sometimes",1,"employed full time","US",NA,"Full understanding",FALSE
10256,"A1VFSOCO1AHEWK","Demog only","kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,24,"College or University-level degree",4,"Male","Sometimes",2,"employed full time","IN","Good understanding","Little understanding",NA
10257,"A1PQBI45RTE7JD","Trust","Kiva",1,0,0,0,1,0,2,1,0,59,"Post-graduate or professional degree",4,"Male","Very often",3,"retired","IN","Good understanding","Full understanding",FALSE
10259,"A1JFN77AR8NJQ1","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,24,"Post-graduate or professional degree",5,"Male","Often",3,"employed full time","IN",NA,"Full understanding",NA
10260,"A37CV9K0BHGVJ9","Control","Kiva",1,0,1,1,0,0,3,2,2,46,"High school degree or equivalent",2,"Female","Never",1,"employed full time","US","Some understanding","Some understanding",FALSE
10261,"A1KM9XNXQ8089","BTS","kiva",1,1,0,0,0,1,3,2,2,21,"Some college or university-level education, without degree",4,"Male","Very often",2,"student","IN",NA,"No understanding",FALSE
10262,"ALL555YU03H6C","Demog only","Kiva",0,NA,NA,NA,NA,NA,NA,NA,NA,22,"Some college or university-level education, without degree",4,"Male","Sometimes",2,"student","US",NA,"Little understanding",NA
10263,"A1GHXEQF27BEAL","Betting","Kiva",1,1,0,0,0,0,2,1,1,21,"College or University-level degree",3,"Male","Very often",2,"student","IN","Good understanding","Some understanding",FALSE
10264,"A17VM5CP5C0WNZ","Humanization","Kiva",1,1,0,0,1,1,4,3,2,23,"Post-graduate or professional degree",2,"Female","Often",0,"employed full time","US","Some understanding","Good understanding",FALSE
10265,"AVACQPPH20JT","Promise-opportunity","Kiva",1,1,1,1,1,1,6,5,4,22,"Some college or university-level education, without degree",3,"Female","Never",1,"domestic spouse","US",NA,"No understanding",FALSE
10266,"A3GT0ESPBN8EFD","Reward–agreement","&quot;kiva&quot;",0,0,0,0,0,1,1,1,1,19,"College or University-level degree",4,"Male","Often",1,"employed other","IN","Some understanding","Some understanding",FALSE
10267,"ANYBNV4ZJSFLG","Normative Priming","KIVA",1,0,0,0,0,1,2,1,1,39,"Post-graduate or professional degree",2,"Female","Very often",0,"employed full time","PT",NA,"Good understanding",TRUE
10268,"AH30T2VPGZBTZ","Control","Kiva",1,1,1,1,1,0,5,4,3,26,"College or University-level degree",2,"Female","Never",1,"employed full time","US","Some understanding","Full understanding",FALSE
10269,"AIE4HHU1W70GK","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,29,"College or University-level degree",1,"Female","Never",0,"employed full time","US",NA,"Full understanding",NA
10270,"A1PXPCRBCO3BF7","Betting","Kiva",1,1,0,0,1,1,4,3,2,37,"College or University-level degree",1,"Female","Never",NA,"employed full time","CA","Some understanding","Good understanding",FALSE
10271,"A35T6ZZL1JZQME","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,23,"Some college or university-level education, without degree",2,"Female","Rarely",1,"employed full time","CA","Good understanding","Good understanding",FALSE
10272,"A301LOMQFXO2NS","Cheap talk–normative incentives","Kiva",1,1,0,0,0,1,3,2,2,27,"Some college or university-level education, without degree",1,"Female","Very often",1,"employed full time","US","Some understanding","Full understanding",FALSE
10273,"A3TMBSI2HW9NF4","Normative Priming","Kiva",1,0,0,0,1,0,2,1,0,26,"Post-graduate or professional degree",2,"Female","Very often",1,"employed full time","US",NA,"Full understanding",TRUE
10274,"A35W682SNN7LJ9","Control","KIVA",1,1,0,0,0,1,3,2,2,24,"Some college or university-level education, without degree",2,"Male","Rarely",0,"employed full time","US",NA,"Some understanding",FALSE
10275,"A3JEH3BPGLDX64","Tournament scoring","kiva",1,1,0,0,1,1,4,3,2,29,"Post-graduate or professional degree",4,"Male","Very often",2,"employed other","IN",NA,"Full understanding",FALSE
10276,"AG1DD5PNAM215","Reward–accuracy","Kiva",1,1,0,0,1,0,3,2,1,22,"Some college or university-level education, without degree",3,"Male","Rarely",1,"unemployed","US",NA,"Full understanding",FALSE
10277,"A1M31V19N7JPB9","Humanization","kiva",1,1,0,0,1,1,4,3,2,24,"College or University-level degree",3,"Male","Very often",1,"employed other","IN","Some understanding","Good understanding",FALSE
10278,"AGRJOOTY88L1M","Solidarity","Kiva",1,1,0,0,0,0,2,1,1,30,"Some college or university-level education, without degree",2,"Male","Never",0,"employed full time","US",NA,"Good understanding",FALSE
10279,"A2TCEX5PK0HJHY","Cheap talk–surveillance","Kiva",1,1,0,0,1,1,4,3,2,35,"College or University-level degree",1,"Male","Very often",0,"employed full time","NL",NA,"Full understanding",FALSE
10280,"A1KWK52WA4O0NX","Reward–agreement","http://www.kiva.org/",0,1,0,0,0,1,2,2,2,19,"Some college or university-level education, without degree",NA,"Male","Very often",3,"student","US",NA,"No understanding",FALSE
10281,"A1D8S2802UE56T","Betting","kiva",0,1,0,0,0,1,2,2,2,19,"High school degree or equivalent",5,"Female","Very often",1,"student","US",NA,"Some understanding",FALSE
10282,"A2JTMLI1FJ5FXC","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,45,"Post-graduate or professional degree",1,"Female","Never",0,"employed full time","US","Good understanding","Full understanding",NA
10283,"A3EDFX01QX4B33","Promise-opportunity","Kiva",1,1,1,1,1,1,6,5,4,48,"College or University-level degree",4,"Female","Never",1,"employed part time","US","Some understanding","Full understanding",FALSE
10284,"A25YGY37N1UTHU","BTS","Kiva",1,0,0,1,1,0,3,2,1,31,"College or University-level degree",2,"Female","Rarely",0,"employed full time","US","Some understanding","Full understanding",FALSE
10285,"A2EN2EU6CLN7DP","Reward–agreement","Kiva",1,1,0,0,1,1,4,3,2,22,"Some college or university-level education, without degree",2,"Female","Often",0,"employed full time","US","Good understanding","Full understanding",FALSE
10286,"A2WAWC0LV3R16A","Reward–agreement","Kiva",1,1,0,0,0,0,2,1,1,34,"College or University-level degree",4,"Female","Rarely",1,"employed part time","US",NA,"Some understanding",FALSE
10287,"A322IT4QTC3IC9","Solidarity","Kiva",1,0,0,1,0,1,3,2,2,21,"College or University-level degree",1,"Female","Rarely",0,"employed part time","US",NA,"Full understanding",FALSE
10288,"A30IWV1O4RT2SK","Promise-opportunity","Kiva",1,1,0,0,0,1,3,2,2,35,"College or University-level degree",2,"Female","Very often",1,"employed other","CL","Good understanding","Good understanding",FALSE
10289,"AVHFFTV7BWKW9","Trust","Kiva",1,0,0,0,0,1,2,1,1,22,"Some college or university-level education, without degree",1,"Female","Never",0,"employed part time","US",NA,NA,FALSE
10290,"A1OUL547AW5BU7","Punishment–accuracy","Kiva",1,1,1,1,1,1,6,5,4,26,"College or University-level degree",3,"Male","Never",2,"student","US",NA,"Full understanding",FALSE
10291,"A2DTXAWLCQDOWZ","Promise-opportunity","&quot;kiva&quot;",1,0,0,0,0,0,1,0,0,23,"High school degree or equivalent",3,"Female","Very often",1,"domestic spouse","IN","Some understanding","Some understanding",FALSE
10292,"AXF3J6M1KG1IA","Reward–agreement","Kiva",1,1,0,0,1,0,3,2,1,34,"College or University-level degree",5,"Male","Very often",2,"employed full time","IN",NA,"Full understanding",FALSE
10293,"AFA3ARN06H8GK","Betting","&quot;Kiva&quot;",1,1,1,1,1,1,6,5,4,27,"College or University-level degree",1,"Male","Never",0,"employed part time","US","Some understanding","Good understanding",FALSE
10294,"A2V26I7NH2G06I","Tournament scoring","Wikipedia",1,1,0,0,0,0,2,1,1,20,"Some college or university-level education, without degree",4,"Male","Sometimes",2,"student","IN","Some understanding","Full understanding",FALSE
10295,"A3F8SP8YJ6VOJ5","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,42,"Post-graduate or professional degree",1,"Female","Sometimes",0,"employed full time","US","Good understanding","Good understanding",FALSE
10296,"A3C46KCYDV1HFA","Punishment–accuracy","Kiva",1,1,0,0,1,1,4,3,2,20,"Some college or university-level education, without degree",4,"Male","Very often",3,"student","IN",NA,"No understanding",FALSE
10298,"A33OUBR9YNZRBP","Promise-opportunity","Kiva - Loans that change lives",1,1,0,0,1,0,3,2,1,30,"Post-graduate or professional degree",2,"Female","Sometimes",0,"employed full time","SG","Good understanding","Good understanding",FALSE
10299,"AXSO7IRE64E37","Control","KIVA",1,0,0,0,1,1,3,2,1,28,"Post-graduate or professional degree",2,"Female","Very often",1,"employed other","IN","Good understanding","Good understanding",FALSE
10300,"A2URN2VMMA0OQT","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,29,"College or University-level degree",3,"Male","Rarely",1,"unemployed","US","Good understanding","Good understanding",FALSE
10301,"A5GOZB6AAAIPD","Normative Priming","KIVA",1,1,0,0,1,1,4,3,2,21,"Some college or university-level education, without degree",6,"Male","Often",3,"student","US",NA,"Full understanding",TRUE
10302,"A3S0ZWWLXREJXM","Control","Kiva",1,1,0,0,0,1,3,2,2,29,"Some college or university-level education, without degree",3,"Female","Never",2,"other","US","Good understanding","Full understanding",FALSE
10303,"A2361TS1B4UXC2","Cheap talk–normative incentives","Kiva",1,0,0,1,1,1,4,3,2,28,"College or University-level degree",4,"Male","Sometimes",2,"employed full time","IN","Good understanding","Good understanding",FALSE
10304,"A31FL0UZIHGPZL","Promise-opportunity","Kiva",1,1,0,0,1,0,3,2,1,36,"Post-graduate or professional degree",2,"Female","Never",1,"employed full time","US",NA,"Full understanding",FALSE
10305,"A2OTEPSLQHLUYV","Control","KIVA-Loans that Change Lives",1,1,0,0,1,1,4,3,2,59,"High school degree or equivalent",4,"Male","Never",1,"employed other","US",NA,"Good understanding",FALSE
10306,"ATYNHFL7MRGMZ","Solidarity","kiva",1,0,0,0,0,0,1,0,0,30,"Post-graduate or professional degree",5,"Male","Often",2,"employed part time","IN","Good understanding","Some understanding",FALSE
10307,"A3S5RLXRVC0AMD","Punishment–accuracy","Kiva",1,1,1,1,1,1,6,5,4,33,"College or University-level degree",3,"Female","Very often",1,"unemployed","HK","Good understanding","Full understanding",FALSE
10308,"A2UDKRRUW9MD6Q","Betting","Kiva",1,1,1,1,1,1,6,5,4,28,"College or University-level degree",1,"Female","Never",0,"employed full time","US","Good understanding","Full understanding",FALSE
10309,"AJFU8MGXL0QV7","Normative Priming","KIVA",1,0,0,0,1,1,3,2,1,23,"Post-graduate or professional degree",5,"Female","Often",2,"employed full time","IN","Good understanding","Some understanding",TRUE
10310,"A2979MRQ07RB8Y","Punishment–agreement","www.oruwebsite.com",1,0,0,0,0,0,1,0,0,23,"College or University-level degree",5,"Male","Never",2,"student","IN","Good understanding","Good understanding",FALSE
10311,"A3L8AWHJ67Q1Z4","Humanization","Kiva",1,1,0,0,1,0,3,2,1,51,"High school degree or equivalent",7,"Male","Never",2,"employed part time","US","Some understanding","Good understanding",FALSE
10312,"A2R80QVSE1KMBT","BTS","Kiva",1,1,0,0,1,1,4,3,2,37,"Post-graduate or professional degree",4,"Male","Never",0,"employed full time","US","Good understanding","Full understanding",FALSE
10313,"A2SK62FI1CJIUU","Humanization","Kiva - Loans that Change Lives",1,1,0,0,0,1,3,2,2,24,"College or University-level degree",1,"Male","Never",0,"student","US",NA,"Good understanding",FALSE
10314,"A14PROGSA6CQ6J","Reward–agreement","Kiva",1,1,1,0,0,0,3,2,2,29,"Some college or university-level education, without degree",4,"Female","Never",0,"employed full time","US",NA,"Full understanding",FALSE
10315,"AGMFGDNAG4BDW","Tournament scoring","Kiva.org",1,1,0,0,1,1,4,3,2,22,"Some college or university-level education, without degree",3,"Male","Never",1,"student","US","Good understanding","Good understanding",FALSE
10316,"A3COGS5B6NF17B","Cheap talk–normative incentives","Kiva",1,1,0,0,1,0,3,2,1,25,"Some college or university-level education, without degree",4,"Male","Very often",1,"employed other","CL",NA,"Full understanding",FALSE
10317,"A25GINAI3MXB2K","Tournament scoring","KIVA",1,1,0,0,1,1,4,3,2,25,"Post-graduate or professional degree",3,"Female","Very often",1,"employed part time","IN","Good understanding","Full understanding",FALSE
10318,"A3VW8FFM1L36ZJ","BTS","Kiva",1,1,1,1,1,1,6,5,4,28,"Some college or university-level education, without degree",2,"Male","Rarely",1,"employed full time","US","Good understanding","Full understanding",FALSE
10319,"AF1UCIITGAX8Q","Humanization","Kiva",1,1,0,0,0,0,2,1,1,24,"College or University-level degree",7,"Male","Very often",0,"employed full time","PH","Good understanding","Full understanding",FALSE
10320,"A1BBSNT2IQLCV1","Control","kiva",1,1,0,0,0,1,3,2,2,22,"College or University-level degree",4,"Male","9999",2,"student","IN","Good understanding","Good understanding",FALSE
10321,"A10YJ0K52OSIOW","Punishment–agreement","Kiva",1,0,1,1,1,1,5,4,3,27,"High school degree or equivalent",2,"Male","Never",1,"unemployed","CA",NA,"Full understanding",FALSE
10322,"A3R9W7KEUBIQ0G","Reward–agreement","Kiva",1,0,0,0,1,0,2,1,0,26,"Post-graduate or professional degree",1,"Male","Very often",0,"employed full time","IN",NA,"Full understanding",FALSE
10323,"AH9BFUADBN4HU","Reward–accuracy","KIVA",1,1,0,1,1,1,5,4,3,22,"College or University-level degree",5,"Male","Often",2,"employed full time","PK","Good understanding","Good understanding",FALSE
10324,"A3HBMR4HQPIVFO","Humanization","Kiva",1,0,0,0,0,0,1,0,0,26,"College or University-level degree",3,"Female","Never",1,"domestic spouse","CA","Some understanding","Good understanding",FALSE
10325,"A29J4BOF13Y9ND","Punishment–accuracy","kiva",1,1,0,0,1,1,4,3,2,44,"Some college or university-level education, without degree",4,"Male","Often",3,"employed part time","IN","Good understanding","Full understanding",FALSE
10326,"ASLRRFY2SAJ4D","Punishment–agreement","Kiva: Loans that Change Lives",1,1,0,0,1,0,3,2,1,21,"College or University-level degree",3,"Female","Sometimes",2,"student","US","Some understanding","Little understanding",FALSE
10327,"A2NTMPNTNJWZTE","Humanization","Kiva",1,1,0,0,1,1,4,3,2,41,"Some college or university-level education, without degree",4,"Female","Never",1,"employed full time","US",NA,"Some understanding",FALSE
10328,"A3DXERXEL4MDV4","Demog only","Kiva",0,NA,NA,NA,NA,NA,NA,NA,NA,19,"Some college or university-level education, without degree",6,"Female","Rarely",3,"student","US","Some understanding","Good understanding",NA
10329,"AMV91EXUZZ5I9","Reward–accuracy","Kiva",1,1,0,0,0,1,3,2,2,21,"College or University-level degree",4,"Male","Very often",2,"student","IN","Some understanding","Good understanding",FALSE
10330,"A2QYYHF86CE6JO","Trust","Kiva",1,1,0,1,0,0,3,2,2,20,"Some college or university-level education, without degree",5,"Female","Rarely",2,"student","US",NA,"Full understanding",FALSE
10331,"A1D9J7J7H7W70I","Reward–accuracy","amt.berkmancenter.org/main/scriptdisplay",1,1,0,0,1,1,4,3,2,25,"Post-graduate or professional degree",7,"Male","Very often",3,NA,"IN","Good understanding","Good understanding",FALSE
10332,"AHBSC4G5F5MTQ","Reward–accuracy","www.kiva.org",1,1,0,0,1,0,3,2,1,38,"College or University-level degree",5,"Female","Never",1,"domestic spouse","US","Good understanding","Good understanding",FALSE
10333,"AXZI95VUI9IA","Solidarity","Kiva",1,1,0,0,1,0,3,2,1,35,"Post-graduate or professional degree",2,"Female","Rarely",0,"employed full time","US","Some understanding","Some understanding",FALSE
10335,"A3A4V07NM61PRV","Solidarity","Kiva",1,1,0,0,0,1,3,2,2,21,"Some college or university-level education, without degree",3,"Male","Sometimes",2,"student","US","Some understanding","Full understanding",FALSE
10336,"A1O8FA120OEJYT","Cheap talk–surveillance","KIVA",1,1,0,0,0,0,2,1,1,20,"Some college or university-level education, without degree",3,"Male","Never",2,"employed part time","US","Some understanding","Good understanding",FALSE
10337,"A2QYYHF86CE6JO","Punishment–agreement","Kiva",1,1,0,0,0,0,2,1,1,20,"Some college or university-level education, without degree",4,"Female","Rarely",2,"student","US",NA,"Full understanding",FALSE
10338,"A3SBXNBJ8OWUTO","Normative Priming","kiva",1,0,1,0,1,1,4,3,2,27,"Some college or university-level education, without degree",2,"Female","Rarely",1,"domestic spouse","US",NA,"Good understanding",TRUE
10339,"A1BS4VDO8ZKOY8","Cheap talk–normative incentives","Kiva",1,0,0,1,1,1,4,3,2,24,"College or University-level degree",5,"Female","Rarely",4,"employed full time","US","Good understanding","Full understanding",FALSE
10340,"A23WT8KYM4GZ3P","Trust","Kiva",1,1,0,0,0,1,3,2,2,30,"Post-graduate or professional degree",2,"Female","Sometimes",1,"student","US","Good understanding","Good understanding",FALSE
10341,"ANNOLFNM1LA3Y","Promise-opportunity","Kiva - Loans that change lives",1,0,0,1,0,0,2,1,1,21,"Post-graduate or professional degree",4,"Male","Very often",1,"employed full time","US","Good understanding","Full understanding",FALSE
10342,"A1S85USSBQ7BZH","Control","Kiva",1,1,0,0,0,0,2,1,1,22,"College or University-level degree",3,"Male","Never",2,"employed full time","US","Good understanding","Full understanding",FALSE
10343,"A33U8EN8LDGNP4","Tournament scoring","Kiva",0,1,0,0,0,0,1,1,1,27,"College or University-level degree",3,"Male","Rarely",3,"employed full time","CA","Good understanding","Full understanding",FALSE
10344,"A2G2WVPYPHY1GW","Cheap talk–normative incentives","Kiva",1,1,0,0,1,0,3,2,1,32,"College or University-level degree",2,"Female","Rarely",1,"domestic spouse","CA",NA,"Full understanding",FALSE
10345,"AD5OUCPBQQC8M","Humanization","KIva",1,1,0,0,1,0,3,2,1,26,"Post-graduate or professional degree",6,"Female","Very often",2,"employed full time","IN","Good understanding","Full understanding",FALSE
10347,"AA7JUQDEJKDB0","Control","Kiva",1,1,0,0,0,0,2,1,1,29,"Some college or university-level education, without degree",4,"Female","Never",1,"domestic spouse","US","Good understanding","Full understanding",FALSE
10348,"A219N9OCOIFMSA","Tournament scoring","Kiva",1,1,0,0,1,0,3,2,1,25,"Some college or university-level education, without degree",2,"Female","Never",0,"employed full time","US","Good understanding","Little understanding",FALSE
10349,"AD1JE7PBTDI6T","BTS","kiva.org",1,0,0,1,0,0,2,1,1,18,"Some college or university-level education, without degree",4,"Male","Sometimes",1,"student","IN","Some understanding","Some understanding",FALSE
10350,"AQN83QMN9RX4B","Reward–accuracy","kiva",1,1,0,0,0,0,2,1,1,29,"College or University-level degree",4,"Male","Very often",1,"employed full time","IN","Some understanding","Little understanding",FALSE
10351,"A2D5AXZ5DS655C","Cheap talk–surveillance","http://www.mturk.com would be &quot;mturk&quot;",0,0,0,0,0,0,0,0,0,23,"Post-graduate or professional degree",7,"Female","Often",2,"unemployed","IN","Some understanding","Good understanding",FALSE
10352,"AYUOM6WFSVC1C","Trust","KIVA",1,1,0,0,0,0,2,1,1,21,"College or University-level degree",5,"Male","Sometimes",1,"employed part time","IN","Good understanding","Good understanding",FALSE
10353,"A1K0J30SS9XZTD","BTS","Kiva",1,1,1,1,1,0,5,4,3,56,"Some college or university-level education, without degree",5,"Female","Never",1,"domestic spouse","US","Some understanding","Full understanding",FALSE
10354,"A1W6ZZR1S6JUBG","Reward–accuracy","&quot;MSN&quot;",1,1,0,0,0,1,3,2,2,25,"College or University-level degree",3,"Male","Sometimes",2,"employed full time","IN",NA,"Full understanding",FALSE
10355,"A3SXAZT1542POD","Betting","Kiva",1,1,1,0,0,1,4,3,3,23,"College or University-level degree",2,"Female","Very often",1,"employed full time","US","Some understanding","Full understanding",FALSE
10356,"AGY3YDWU79KEG","Trust","Kiva",1,1,0,0,1,0,3,2,1,36,"College or University-level degree",2,"Male","Sometimes",1,"employed full time","US","Good understanding","Full understanding",FALSE
10357,"A2UA818WQD62GE","Demog only","Kiva",0,NA,NA,NA,NA,NA,NA,NA,NA,29,"Some college or university-level education, without degree",4,"Female","Never",1,"domestic spouse","US","Some understanding","Full understanding",NA
10358,"A1S0QG6ZKWPRU0","Control","Kiva, Loans that chang lives",1,1,0,0,1,0,3,2,1,41,"College or University-level degree",2,"Male","Never",NA,"employed other","US","Some understanding","Full understanding",FALSE
10359,"A1IO3SRSNA5P8J","Solidarity","Kiva",1,1,0,0,1,0,3,2,1,44,"College or University-level degree",1,"Female","Rarely",0,"employed full time","US","Good understanding","Good understanding",FALSE
10360,"A4IX6E4QXPOND","Betting","Kiva",1,1,0,1,1,1,5,4,3,39,"High school degree or equivalent",3,"Male","Very often",1,"unemployed","US",NA,"Full understanding",FALSE
10361,"A2J3YX10H9HW55","Solidarity","Kiva",1,1,0,0,0,1,3,2,2,39,"Post-graduate or professional degree",4,"Female","Never",1,"employed full time","US",NA,"Little understanding",FALSE
10362,"A1VKWZTVYCG2LO","Normative Priming","Kiva",1,1,1,1,0,1,5,4,4,25,"Some college or university-level education, without degree",3,"Female","Never",1,"domestic spouse","US",NA,"Good understanding",TRUE
10363,"A2GRI3WTXRGD6K","Promise-opportunity","kiva loans that help people",1,0,1,1,1,0,4,3,2,45,"Post-graduate or professional degree",5,"Male","Very often",1,"unemployed","US","Good understanding","Some understanding",FALSE
10364,"A2PHA642HTXS4B","BTS","Kiva",1,1,0,1,1,1,5,4,3,47,"College or University-level degree",1,"Male","Sometimes",0,"employed other","GB","Some understanding","No understanding",FALSE
10365,"A12JVSCUWEMA8E","Betting","Kiva",1,1,0,0,0,1,3,2,2,25,"College or University-level degree",1,"Female","Never",0,"employed full time","US",NA,"Full understanding",FALSE
10366,"A3M38SKW103AJ4","Solidarity","Kiva",1,1,1,1,0,1,5,4,4,24,"Post-graduate or professional degree",5,"Female","Very often",2,"unemployed","US",NA,"No understanding",FALSE
10367,"A1FZJ3WR65LC8T","Punishment–agreement","kiva",1,0,1,1,0,0,3,2,2,19,"College or University-level degree",5,"Male","Sometimes",2,"employed part time","US","Good understanding","Full understanding",FALSE
10368,"AM98CPAQLL77W","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,29,"College or University-level degree",3,"Female","Rarely",0,"employed full time","US","Some understanding","Good understanding",FALSE
10369,"A3JN5IPRVR4Y5Q","Humanization","Kiva",1,0,0,0,1,1,3,2,1,25,"College or University-level degree",1,"Female","Rarely",0,"employed full time","US","Good understanding","Full understanding",FALSE
10370,"AEXE1YJ4U7EFE","BTS","Kiva",1,1,1,1,1,1,6,5,4,19,"Some college or university-level education, without degree",2,"Male","Never",1,"student","CA",NA,"Full understanding",FALSE
10371,"A79MWTA238J8M","Trust","kiva",1,0,0,0,1,0,2,1,0,27,"Post-graduate or professional degree",3,"Male","Very often",0,"employed full time","IN",NA,"Full understanding",FALSE
10372,"A1421LWBXYAG2U","BTS","Kivia",1,1,1,1,0,0,4,3,3,28,"College or University-level degree",3,"Male","Very often",1,"unemployed","UA","Some understanding","Full understanding",FALSE
10373,"AESMLAZX4PI6L","Reward–agreement","Kiva",1,1,0,0,1,0,3,2,1,51,"Some college or university-level education, without degree",2,"Female","Never",2,"employed other","US","Some understanding","Full understanding",FALSE
10374,"A1Q7VWUBIJOK17","Reward–agreement","Kiva",1,0,0,1,1,1,4,3,2,27,"Post-graduate or professional degree",4,"Male","Often",1,"employed full time","IN","Good understanding","Good understanding",FALSE
10375,"A8C76BJF1NWO9","Punishment–agreement","Kiva",1,1,1,1,0,0,4,3,3,29,"Some college or university-level education, without degree",3,"Female","Very often",3,"employed full time","US",NA,"Full understanding",FALSE
10376,"A11ZYR08Q4K6W4","Betting","Kiva",1,0,0,1,1,1,4,3,2,20,"Some college or university-level education, without degree",2,"Female","Never",1,"domestic spouse","US","Some understanding","Full understanding",FALSE
10377,"A376D4EWPZXM50","Solidarity","kiva",1,1,1,1,1,1,6,5,4,24,"Some college or university-level education, without degree",3,"Male","Never",2,"employed part time","US",NA,"Full understanding",FALSE
10378,"A26DH3PBKXQH6N","Control","Kiva",1,1,1,1,1,1,6,5,4,22,"College or University-level degree",3,"Male","Rarely",2,"employed part time","US","Some understanding","Full understanding",FALSE
10379,"A19VM38BW1FR3Q","Punishment–accuracy","yahoo",1,0,0,0,1,1,3,2,1,20,"College or University-level degree",4,"Female","Sometimes",2,"employed other","IN",NA,"Good understanding",FALSE
10380,"A1NUSG5DE3CEN","Trust","Kiva",1,0,0,0,0,1,2,1,1,29,"Some college or university-level education, without degree",3,"Male","Rarely",1,"student","AU","Good understanding","Full understanding",FALSE
10381,"A21SMAMJ4ORTWB","Reward–accuracy","Kiva",1,1,0,0,1,1,4,3,2,31,"Less than a high school degree or equivalent",5,"Male","Often",5,NA,"BD",NA,"Little understanding",FALSE
10382,"A2DTM6K83A46M9","Cheap talk–surveillance","Kiva",1,1,0,0,0,1,3,2,2,20,"High school degree or equivalent",3,"Female","Rarely",1,"unemployed","US","Good understanding","Full understanding",FALSE
10383,"A2JXMMYQ4U7CIM","Promise-opportunity","kiva.org",1,1,0,0,1,1,4,3,2,22,"College or University-level degree",3,"Male","Often",1,"student","IN",NA,"Little understanding",FALSE
10384,"A2YQQ6XEZ80GCQ","Tournament scoring","Kiva",1,1,1,1,1,0,5,4,3,25,"Some college or university-level education, without degree",3,"Female","Never",1,"domestic spouse","US","Good understanding","Full understanding",FALSE
10386,"A4OV34VH6CXYQ","Tournament scoring","KIVA-Loans that changes lives",1,1,0,0,1,1,4,3,2,21,"College or University-level degree",5,"Male","Sometimes",2,"student","IN","Good understanding","Good understanding",FALSE
10387,"A1KVHIMKMZ0ZIF","Cheap talk–surveillance","Kiva",1,1,1,1,1,1,6,5,4,33,"College or University-level degree",4,"Female","Never",1,"domestic spouse","US",NA,"Full understanding",FALSE
