"scriptname","director_id","created_at","updated_at"
"AMT_Script_Treatment3-0509",10190,"2009-06-12 10:55:26","2009-06-12 10:55:26"
"AMT_Script_Treatment2-0509",10191,"2009-06-12 11:03:09","2009-06-12 11:03:09"
"AMT_Script_Treatment5-0509",10192,"2009-06-12 11:32:13","2009-06-12 11:32:13"
"AMT_Script_Treatment9-0509",10193,"2009-06-12 12:14:11","2009-06-12 12:14:11"
"AMT_Script_Treatment14-0509",10194,"2009-06-12 13:02:27","2009-06-12 13:02:27"
"AMT_Script_Treatment8-0509",10195,"2009-06-12 13:21:04","2009-06-12 13:21:04"
"AMT_Script_Treatment9-0509",10196,"2009-06-12 13:26:28","2009-06-12 13:26:28"
"AMT_Script_Treatment12-0509",10197,"2009-06-12 13:43:33","2009-06-12 13:43:33"
"AMT_Script_Treatment5-0509",10198,"2009-06-12 13:54:10","2009-06-12 13:54:10"
"AMT_Script_Treatment6-0509",10199,"2009-06-12 13:54:53","2009-06-12 13:54:53"
"AMT_Script_Treatment5-0509",10200,"2009-06-12 14:11:01","2009-06-12 14:11:01"
"AMT_Script_Treatment14-0509",10201,"2009-06-12 14:14:43","2009-06-12 14:14:43"
"AMT_Script_Treatment15-0509",10202,"2009-06-12 14:22:47","2009-06-12 14:22:47"
"AMT_Script_Treatment15-0509",10204,"2009-06-12 15:29:40","2009-06-12 15:29:40"
"AMT_Script_Control-0509",10206,"2009-09-10 10:12:48","2009-09-10 10:22:09"
"AMT_Script_Treatment15-0509",10207,"2009-06-12 15:40:47","2009-06-12 15:40:47"
"AMT_Script_Treatment14-0509",10208,"2009-06-12 16:03:35","2009-06-12 16:03:35"
"AMT_Script_Treatment11-0509",10209,"2009-06-12 16:14:40","2009-06-12 16:14:40"
"AMT_Script_Control-0509",10210,"2009-06-12 17:19:57","2009-06-12 17:19:57"
"AMT_Script_Treatment5-0509",10211,"2009-09-10 10:25:05","2009-09-10 10:28:04"
"AMT_Script_Treatment12-0509",10212,"2009-06-12 18:15:39","2009-06-12 18:15:39"
"AMT_Script_Treatment8-0509",10213,"2009-06-12 18:51:41","2009-06-12 18:51:41"
"AMT_Script_Treatment7-0509",10214,"2009-06-12 20:54:00","2009-06-12 20:54:00"
"AMT_Script_Treatment7-0509",10215,"2009-09-10 10:29:48","2009-09-10 10:38:07"
"AMT_Script_Treatment6-0509",10216,"2009-06-12 23:26:12","2009-06-12 23:26:12"
"AMT_Script_Treatment9-0509",10217,"2009-06-12 23:43:36","2009-06-12 23:43:36"
"AMT_Script_Treatment6-0509",10218,"2009-09-10 11:34:44","2009-09-10 11:43:39"
"AMT_Script_Treatment12-0509",10219,"2009-06-13 00:41:25","2009-06-13 00:41:25"
"AMT_Script_Treatment8-0509",10220,"2009-06-13 00:58:19","2009-06-13 00:58:19"
"AMT_Script_Treatment13-0509",10221,"2009-06-13 02:14:38","2009-06-13 02:14:38"
"AMT_Script_Treatment7-0509",10222,"2009-06-13 02:32:10","2009-06-13 02:32:10"
"AMT_Script_Treatment9-0509",10223,"2009-06-13 03:46:52","2009-06-13 03:46:52"
"AMT_Script_Control-0509",10224,"2009-09-10 12:06:29","2009-09-10 12:27:12"
"AMT_Script_Treatment16-0509",10225,"2009-09-10 12:11:34","2009-09-10 12:21:12"
"AMT_Script_Treatment5-0509",10226,"2009-06-13 05:09:28","2009-06-13 05:09:28"
"AMT_Script_Treatment8-0509",10227,"2009-06-13 06:05:50","2009-06-13 06:05:50"
"AMT_Script_Treatment13-0509",10228,"2009-06-13 07:09:22","2009-06-13 07:09:22"
"AMT_Script_Treatment14-0509",10229,"2009-09-10 13:03:25","2009-09-10 13:19:12"
"AMT_Script_Treatment11-0509",10232,"2009-06-13 11:10:47","2009-06-13 11:10:47"
"AMT_Script_Treatment2-0509",10233,"2009-06-13 11:19:17","2009-06-13 11:19:17"
"AMT_Script_Treatment11-0509",10234,"2009-06-13 11:42:32","2009-06-13 11:42:32"
"AMT_Script_Treatment2-0509",10235,"2009-06-13 11:44:30","2009-06-13 11:44:30"
"AMT_Script_Treatment13-0509",10236,"2009-06-13 13:27:06","2009-06-13 13:27:06"
"AMT_Script_Treatment6-0509",10237,"2009-06-13 14:16:26","2009-06-13 14:16:26"
"AMT_Script_Treatment15-0509",10238,"2009-06-13 14:06:25","2009-06-13 14:06:25"
"AMT_Script_Treatment14-0509",10239,"2009-06-13 14:16:15","2009-06-13 14:16:15"
"AMT_Script_Treatment9-0509",10240,"2009-06-13 15:15:03","2009-06-13 15:15:03"
"AMT_Script_Treatment16-0509",10242,"2009-06-13 16:37:12","2009-06-13 16:37:12"
"AMT_Script_Treatment6-0509",10243,"2009-06-13 17:12:56","2009-06-13 17:12:56"
"AMT_Script_Treatment5-0509",10245,"2009-06-13 18:02:56","2009-06-13 18:02:56"
"AMT_Script_Treatment5-0509",10246,"2009-06-13 18:43:43","2009-06-13 18:43:43"
"AMT_Script_Treatment9-0509",10247,"2009-06-13 19:07:39","2009-06-13 19:07:39"
"AMT_Script_Treatment3-0509",10248,"2009-09-10 20:08:46","2009-09-10 20:18:05"
"AMT_Script_Treatment13-0509",10249,"2009-06-13 21:40:23","2009-06-13 21:40:23"
"AMT_Script_Treatment10-0509",10250,"2009-06-13 22:16:28","2009-06-13 22:16:28"
"AMT_Script_Treatment4-0509",10251,"2009-06-13 22:23:58","2009-06-13 22:23:58"
"AMT_Script_Treatment2-0509",10252,"2009-06-13 23:16:31","2009-06-13 23:16:31"
"AMT_Script_Treatment16-0509",10253,"2009-06-13 23:52:11","2009-06-13 23:52:11"
"AMT_Script_Treatment14-0509",10254,"2009-06-14 02:31:40","2009-06-14 02:31:40"
"AMT_Script_Treatment6-0509",10255,"2009-06-14 03:00:19","2009-06-14 03:00:19"
"AMT_Script_Treatment2-0509",10256,"2009-06-14 03:02:06","2009-06-14 03:02:06"
"AMT_Script_Treatment13-0509",10257,"2009-06-14 03:11:49","2009-06-14 03:11:49"
"AMT_Script_Treatment2-0509",10259,"2009-06-14 06:30:01","2009-06-14 06:30:01"
"AMT_Script_Control-0509",10260,"2009-06-14 07:17:46","2009-06-14 07:17:46"
"AMT_Script_Treatment14-0509",10261,"2009-06-14 07:49:41","2009-06-14 07:49:41"
"AMT_Script_Treatment2-0509",10262,"2009-06-14 08:44:07","2009-06-14 08:44:07"
"AMT_Script_Treatment16-0509",10263,"2009-06-14 10:37:45","2009-06-14 10:37:45"
"AMT_Script_Treatment12-0509",10264,"2009-06-14 10:46:57","2009-06-14 10:46:57"
"AMT_Script_Treatment11-0509",10265,"2009-06-14 11:12:52","2009-06-14 11:12:52"
"AMT_Script_Treatment7-0509",10266,"2009-06-14 11:17:45","2009-06-14 11:17:52"
"AMT_Script_Treatment15-0509",10267,"2009-06-14 11:54:09","2009-06-14 11:54:09"
"AMT_Script_Control-0509",10268,"2009-06-14 12:22:57","2009-06-14 12:22:57"
"AMT_Script_Treatment2-0509",10269,"2009-06-14 13:01:26","2009-06-14 13:01:26"
"AMT_Script_Treatment16-0509",10270,"2009-06-14 13:35:53","2009-06-14 13:35:53"
"AMT_Script_Treatment9-0509",10271,"2009-06-14 13:46:49","2009-06-14 13:46:49"
"AMT_Script_Treatment5-0509",10272,"2009-06-14 13:44:05","2009-06-14 13:44:05"
"AMT_Script_Treatment15-0509",10273,"2009-06-14 14:13:35","2009-06-14 14:13:35"
"AMT_Script_Control-0509",10274,"2009-09-10 22:18:28","2009-09-10 22:24:06"
"AMT_Script_Treatment3-0509",10275,"2009-06-14 17:23:27","2009-06-14 17:23:27"
"AMT_Script_Treatment6-0509",10276,"2009-06-14 17:34:53","2009-06-14 17:34:53"
"AMT_Script_Treatment12-0509",10277,"2009-09-10 22:19:45","2009-09-10 22:31:38"
"AMT_Script_Treatment10-0509",10278,"2009-06-14 18:23:59","2009-06-14 18:23:59"
"AMT_Script_Treatment4-0509",10279,"2009-06-14 19:12:01","2009-06-14 19:12:01"
"AMT_Script_Treatment7-0509",10280,"2009-06-14 19:29:12","2009-06-14 19:29:12"
"AMT_Script_Treatment16-0509",10281,"2009-06-14 19:46:08","2009-06-14 19:46:08"
"AMT_Script_Treatment2-0509",10282,"2009-06-14 20:08:09","2009-06-14 20:08:09"
"AMT_Script_Treatment11-0509",10283,"2009-06-14 20:17:23","2009-06-14 20:17:23"
"AMT_Script_Treatment14-0509",10284,"2009-06-14 21:27:15","2009-06-14 21:27:15"
"AMT_Script_Treatment7-0509",10285,"2009-06-14 21:55:42","2009-06-14 21:55:42"
"AMT_Script_Treatment7-0509",10286,"2009-06-14 22:00:05","2009-06-14 22:00:05"
"AMT_Script_Treatment10-0509",10287,"2009-09-10 22:58:56","2009-09-10 23:02:48"
"AMT_Script_Treatment11-0509",10288,"2009-09-10 23:48:36","2009-09-10 23:57:22"
"AMT_Script_Treatment13-0509",10289,"2009-06-14 23:21:03","2009-06-14 23:21:03"
"AMT_Script_Treatment8-0509",10290,"2009-06-14 23:35:58","2009-06-14 23:35:58"
"AMT_Script_Treatment11-0509",10291,"2009-06-15 00:09:19","2009-06-15 00:09:19"
"AMT_Script_Treatment7-0509",10292,"2009-06-15 02:05:57","2009-06-15 02:05:57"
"AMT_Script_Treatment16-0509",10293,"2009-06-15 02:19:11","2009-06-15 02:19:11"
"AMT_Script_Treatment3-0509",10294,"2009-06-15 02:40:48","2009-06-15 02:40:48"
"AMT_Script_Treatment9-0509",10295,"2009-09-11 00:31:01","2009-09-11 00:39:50"
"AMT_Script_Treatment8-0509",10296,"2009-06-15 03:01:49","2009-06-15 03:01:49"
"AMT_Script_Treatment11-0509",10298,"2009-06-15 03:44:05","2009-06-15 03:44:05"
"AMT_Script_Control-0509",10299,"2009-09-11 00:46:37","2009-09-11 01:00:31"
"AMT_Script_Treatment9-0509",10300,"2009-06-15 04:29:14","2009-06-15 04:29:14"
"AMT_Script_Treatment15-0509",10301,"2009-09-11 01:22:31","2009-09-11 01:28:10"
"AMT_Script_Control-0509",10302,"2009-06-15 06:32:18","2009-06-15 06:32:18"
"AMT_Script_Treatment5-0509",10303,"2009-06-15 06:54:54","2009-06-15 06:54:54"
"AMT_Script_Treatment11-0509",10304,"2009-06-15 08:14:59","2009-06-15 08:14:59"
"AMT_Script_Control-0509",10305,"2009-06-15 09:25:46","2009-06-15 09:25:46"
"AMT_Script_Treatment10-0509",10306,"2009-09-11 01:49:55","2009-09-11 02:05:22"
"AMT_Script_Treatment8-0509",10307,"2009-06-15 10:45:34","2009-06-15 10:45:34"
"AMT_Script_Treatment16-0509",10308,"2009-06-15 11:11:42","2009-06-15 11:11:42"
"AMT_Script_Treatment15-0509",10309,"2009-06-15 11:56:40","2009-06-15 11:56:40"
"AMT_Script_Treatment9-0509",10310,"2009-06-15 11:56:30","2009-06-15 11:56:30"
"AMT_Script_Treatment12-0509",10311,"2009-06-15 16:10:40","2009-06-15 16:10:40"
"AMT_Script_Treatment14-0509",10312,"2009-06-15 16:32:18","2009-06-15 16:32:18"
"AMT_Script_Treatment12-0509",10313,"2009-06-15 18:14:27","2009-06-15 18:14:27"
"AMT_Script_Treatment7-0509",10314,"2009-06-15 23:10:52","2009-06-15 23:10:52"
"AMT_Script_Treatment3-0509",10315,"2009-06-15 23:52:25","2009-06-15 23:52:25"
"AMT_Script_Treatment5-0509",10316,"2009-06-16 00:49:53","2009-06-16 00:49:53"
"AMT_Script_Treatment3-0509",10317,"2009-09-11 02:19:40","2009-09-11 02:30:15"
"AMT_Script_Treatment14-0509",10318,"2009-06-16 03:07:04","2009-06-16 03:07:04"
"AMT_Script_Treatment12-0509",10319,"2009-06-16 05:08:25","2009-06-16 05:08:25"
"AMT_Script_Control-0509",10320,"2009-06-16 05:12:06","2009-06-16 05:12:06"
"AMT_Script_Treatment9-0509",10321,"2009-06-16 06:49:11","2009-06-16 06:49:11"
"AMT_Script_Treatment7-0509",10322,"2009-06-16 09:06:50","2009-06-16 09:06:50"
"AMT_Script_Treatment6-0509",10323,"2009-09-11 02:30:16","2009-09-11 02:51:42"
"AMT_Script_Treatment12-0509",10324,"2009-06-16 10:48:44","2009-06-16 10:48:44"
"AMT_Script_Treatment8-0509",10325,"2009-06-16 11:45:33","2009-06-16 11:45:33"
"AMT_Script_Treatment9-0509",10326,"2009-06-16 12:10:02","2009-06-16 12:10:02"
"AMT_Script_Treatment12-0509",10327,"2009-06-16 12:44:34","2009-06-16 12:44:34"
"AMT_Script_Treatment2-0509",10328,"2009-06-16 13:14:51","2009-06-16 13:14:51"
"AMT_Script_Treatment6-0509",10329,"2009-06-16 14:05:31","2009-06-16 14:05:31"
"AMT_Script_Treatment13-0509",10330,"2009-06-16 14:28:24","2009-06-16 14:28:24"
"AMT_Script_Treatment6-0509",10331,"2009-09-11 04:12:00","2009-09-11 04:13:12"
"AMT_Script_Treatment6-0509",10332,"2009-09-11 05:01:21","2009-09-11 05:13:12"
"AMT_Script_Treatment10-0509",10333,"2009-06-16 16:09:09","2009-06-16 16:09:09"
"AMT_Script_Control-0509",10334,"2009-06-16 16:11:27","2009-06-16 16:11:27"
"AMT_Script_Treatment10-0509",10335,"2009-06-16 16:34:56","2009-06-16 16:34:56"
"AMT_Script_Treatment4-0509",10336,"2009-06-16 16:34:21","2009-06-16 16:34:21"
"AMT_Script_Treatment9-0509",10337,"2009-06-16 16:35:57","2009-06-16 16:35:57"
"AMT_Script_Treatment15-0509",10338,"2009-06-16 16:56:40","2009-06-16 16:56:40"
"AMT_Script_Treatment5-0509",10339,"2009-06-16 18:01:27","2009-06-16 18:01:27"
"AMT_Script_Treatment13-0509",10340,"2009-06-16 18:13:36","2009-06-16 18:13:36"
"AMT_Script_Treatment11-0509",10341,"2009-06-16 18:34:43","2009-06-16 18:34:43"
"AMT_Script_Control-0509",10342,"2009-06-16 19:34:33","2009-06-16 19:34:33"
"AMT_Script_Treatment3-0509",10343,"2009-06-16 20:30:15","2009-06-16 20:30:15"
"AMT_Script_Treatment5-0509",10344,"2009-06-16 22:02:31","2009-06-16 22:02:31"
"AMT_Script_Treatment12-0509",10345,"2009-06-17 01:56:09","2009-06-17 01:56:09"
"AMT_Script_Control-0509",10347,"2009-06-17 02:18:52","2009-06-17 02:18:52"
"AMT_Script_Treatment3-0509",10348,"2009-06-17 03:36:36","2009-06-17 03:36:36"
"AMT_Script_Treatment14-0509",10349,"2009-09-11 07:01:19","2009-09-11 07:20:40"
"AMT_Script_Treatment6-0509",10350,"2009-06-17 05:53:31","2009-06-17 05:53:31"
"AMT_Script_Treatment4-0509",10351,"2009-09-11 07:10:30","2009-09-11 07:21:32"
"AMT_Script_Treatment13-0509",10352,"2009-09-11 09:05:14","2009-09-11 09:15:10"
"AMT_Script_Treatment14-0509",10353,"2009-06-17 09:20:57","2009-06-17 09:20:57"
"AMT_Script_Treatment6-0509",10354,"2009-06-17 09:29:53","2009-06-17 09:29:53"
"AMT_Script_Treatment16-0509",10355,"2009-06-17 09:43:12","2009-06-17 09:43:12"
"AMT_Script_Treatment13-0509",10356,"2009-06-17 09:50:28","2009-06-17 09:50:28"
"AMT_Script_Treatment2-0509",10357,"2009-06-17 10:09:16","2009-06-17 10:09:16"
"AMT_Script_Control-0509",10358,"2009-06-17 10:17:31","2009-06-17 10:17:31"
"AMT_Script_Treatment10-0509",10359,"2009-09-11 09:14:21","2009-09-11 09:20:15"
"AMT_Script_Treatment16-0509",10360,"2009-06-17 11:12:23","2009-06-17 11:12:23"
"AMT_Script_Treatment10-0509",10361,"2009-06-17 11:15:59","2009-06-17 11:15:59"
"AMT_Script_Treatment15-0509",10362,"2009-06-17 12:12:21","2009-06-17 12:12:21"
"AMT_Script_Treatment11-0509",10363,"2009-06-17 14:44:36","2009-06-17 14:44:36"
"AMT_Script_Treatment14-0509",10364,"2009-06-17 16:00:37","2009-06-17 16:00:37"
"AMT_Script_Treatment16-0509",10365,"2009-06-17 16:42:27","2009-06-17 16:42:27"
"AMT_Script_Treatment10-0509",10366,"2009-06-17 18:04:26","2009-06-17 18:04:26"
"AMT_Script_Treatment9-0509",10367,"2009-06-17 18:49:40","2009-06-17 18:49:40"
"AMT_Script_Treatment8-0509",10368,"2009-06-17 18:50:18","2009-06-17 18:50:18"
"AMT_Script_Treatment12-0509",10369,"2009-06-17 20:05:39","2009-06-17 20:05:39"
"AMT_Script_Treatment14-0509",10370,"2009-06-17 22:36:38","2009-06-17 22:36:38"
"AMT_Script_Treatment13-0509",10371,"2009-06-17 23:40:38","2009-06-17 23:40:38"
"AMT_Script_Treatment14-0509",10372,"2009-09-11 11:31:38","2009-09-11 11:58:39"
"AMT_Script_Treatment7-0509",10373,"2009-06-18 00:02:10","2009-06-18 00:02:10"
"AMT_Script_Treatment7-0509",10374,"2009-06-18 00:52:04","2009-06-18 00:52:04"
"AMT_Script_Treatment9-0509",10375,"2009-06-18 01:00:34","2009-06-18 01:00:34"
"AMT_Script_Treatment16-0509",10376,"2009-06-18 01:08:56","2009-06-18 01:08:56"
"AMT_Script_Treatment10-0509",10377,"2009-09-11 11:58:37","2009-09-11 12:04:28"
"AMT_Script_Control-0509",10378,"2009-06-18 03:31:35","2009-06-18 03:31:35"
"AMT_Script_Treatment8-0509",10379,"2009-06-18 03:46:00","2009-06-18 03:47:02"
"AMT_Script_Treatment13-0509",10380,"2009-06-18 07:12:20","2009-06-18 07:12:20"
"AMT_Script_Treatment6-0509",10381,"2009-06-18 08:32:33","2009-06-18 08:32:33"
"AMT_Script_Treatment4-0509",10382,"2009-09-11 12:47:39","2009-09-11 12:51:09"
"AMT_Script_Treatment11-0509",10383,"2009-06-18 10:03:19","2009-06-18 10:08:09"
"AMT_Script_Treatment3-0509",10384,"2009-06-18 09:56:35","2009-06-18 09:56:35"
"AMT_Script_Treatment3-0509",10386,"2009-06-18 11:01:33","2009-06-18 11:01:33"
"AMT_Script_Treatment4-0509",10387,"2009-06-18 11:28:38","2009-06-18 11:28:38"
"AMT_Script_Treatment11-0509",10388,"2009-06-18 12:00:06","2009-06-18 12:00:06"
"AMT_Script_Treatment2-0509",10389,"2009-06-18 12:29:52","2009-06-18 12:29:52"
"AMT_Script_Treatment11-0509",10390,"2009-06-18 13:19:22","2009-06-18 13:19:22"
"AMT_Script_Treatment16-0509",10391,"2009-06-18 13:37:40","2009-06-18 13:37:40"
"AMT_Script_Treatment4-0509",10393,"2009-06-18 15:23:08","2009-06-18 15:23:08"
"AMT_Script_Treatment16-0509",10394,"2009-06-18 15:33:54","2009-06-18 15:33:54"
"AMT_Script_Treatment16-0509",10395,"2009-06-18 15:36:56","2009-06-18 15:36:56"
"AMT_Script_Control-0509",10396,"2009-06-18 17:24:37","2009-06-18 17:24:37"
"AMT_Script_Treatment14-0509",10397,"2009-06-18 17:55:19","2009-06-18 17:55:19"
"AMT_Script_Treatment4-0509",10398,"2009-06-18 20:57:08","2009-06-18 20:57:08"
"AMT_Script_Treatment2-0509",10399,"2009-06-18 20:50:18","2009-06-18 20:50:18"
"AMT_Script_Treatment5-0509",10400,"2009-06-18 21:06:30","2009-06-18 21:06:30"
"AMT_Script_Treatment3-0509",10401,"2009-06-18 22:02:22","2009-06-18 22:02:22"
"AMT_Script_Treatment6-0509",10402,"2009-06-18 23:09:18","2009-06-18 23:09:18"
"AMT_Script_Treatment8-0509",10403,"2009-06-18 23:54:16","2009-06-18 23:54:16"
"AMT_Script_Treatment9-0509",10404,"2009-06-19 00:09:02","2009-06-19 00:09:02"
"AMT_Script_Treatment16-0509",10406,"2009-06-19 03:51:00","2009-06-19 03:51:00"
"AMT_Script_Treatment10-0509",10407,"2009-06-19 03:46:43","2009-06-19 03:46:43"
"AMT_Script_Control-0509",10408,"2009-06-19 04:08:46","2009-06-19 04:08:46"
"AMT_Script_Treatment7-0509",10409,"2009-06-19 04:50:50","2009-06-19 04:50:50"
"AMT_Script_Treatment2-0509",10410,"2009-06-19 09:41:58","2009-06-19 09:41:58"
"AMT_Script_Treatment4-0509",10411,"2009-09-11 13:19:08","2009-09-11 13:23:37"
"AMT_Script_Treatment13-0509",10412,"2009-06-19 10:27:48","2009-06-19 10:27:48"
"AMT_Script_Treatment14-0509",10413,"2009-06-19 10:45:43","2009-06-19 10:45:43"
"AMT_Script_Control-0509",10414,"2009-06-19 10:42:36","2009-06-19 10:42:36"
"AMT_Script_Treatment12-0509",10415,"2009-06-19 10:48:27","2009-06-19 10:48:27"
"AMT_Script_Treatment15-0509",10416,"2009-06-19 11:13:41","2009-06-19 11:13:41"
"AMT_Script_Treatment9-0509",10417,"2009-06-19 11:54:24","2009-06-19 11:54:24"
"AMT_Script_Treatment3-0509",10418,"2009-06-19 15:32:32","2009-06-19 15:32:32"
"AMT_Script_Treatment16-0509",10419,"2009-09-11 14:07:41","2009-09-11 14:19:33"
"AMT_Script_Treatment11-0509",10420,"2009-09-11 14:11:32","2009-09-11 14:22:36"
"AMT_Script_Treatment3-0509",10421,"2009-09-11 14:26:15","2009-09-11 14:30:07"
"AMT_Script_Treatment8-0509",10422,"2009-06-19 18:15:40","2009-06-19 18:15:40"
"AMT_Script_Treatment5-0509",10423,"2009-06-19 18:37:04","2009-06-19 18:37:04"
"AMT_Script_Treatment6-0509",10424,"2009-06-19 19:06:27","2009-06-19 19:06:27"
"AMT_Script_Control-0509",10425,"2009-06-19 19:10:35","2009-06-19 19:10:35"
"AMT_Script_Treatment8-0509",10426,"2009-06-19 20:36:14","2009-06-19 20:36:14"
"AMT_Script_Treatment8-0509",10427,"2009-06-19 21:40:53","2009-06-19 21:40:53"
"AMT_Script_Treatment8-0509",10428,"2009-06-19 23:06:25","2009-06-19 23:06:25"
"AMT_Script_Treatment2-0509",10429,"2009-06-20 00:38:36","2009-06-20 00:38:36"
"AMT_Script_Treatment6-0509",10430,"2009-06-20 00:42:26","2009-06-20 00:42:26"
"AMT_Script_Treatment15-0509",10431,"2009-06-20 02:48:16","2009-06-20 02:48:16"
"AMT_Script_Treatment14-0509",10432,"2009-06-20 02:58:41","2009-06-20 02:58:41"
"AMT_Script_Treatment3-0509",10433,"2009-06-20 04:45:57","2009-06-20 04:45:57"
"AMT_Script_Treatment13-0509",10434,"2009-06-20 05:57:01","2009-06-20 05:57:01"
"AMT_Script_Treatment9-0509",10435,"2009-06-20 10:31:05","2009-06-20 10:31:05"
"AMT_Script_Treatment9-0509",10436,"2009-06-20 11:04:07","2009-06-20 11:04:07"
"AMT_Script_Treatment2-0509",10437,"2009-06-20 11:36:39","2009-06-20 11:36:39"
"AMT_Script_Treatment6-0509",10438,"2009-06-20 12:11:33","2009-06-20 12:11:33"
"AMT_Script_Treatment2-0509",10439,"2009-09-11 17:12:26","2009-09-11 17:22:28"
"AMT_Script_Control-0509",10440,"2009-06-20 13:24:15","2009-06-20 13:24:15"
"AMT_Script_Treatment6-0509",10441,"2009-06-20 13:40:19","2009-06-20 13:40:19"
"AMT_Script_Treatment7-0509",10442,"2009-06-20 13:46:09","2009-06-20 13:46:09"
"AMT_Script_Treatment6-0509",10443,"2009-06-20 15:24:43","2009-06-20 15:24:43"
"AMT_Script_Treatment15-0509",10444,"2009-06-20 15:47:22","2009-06-20 15:47:22"
"AMT_Script_Control-0509",10445,"2009-06-20 15:57:34","2009-06-20 15:57:34"
"AMT_Script_Treatment16-0509",10446,"2009-06-20 16:43:55","2009-06-20 16:43:55"
"AMT_Script_Treatment14-0509",10447,"2009-06-20 17:10:31","2009-06-20 17:10:31"
"AMT_Script_Treatment16-0509",10448,"2009-06-20 19:18:57","2009-06-20 19:18:57"
"AMT_Script_Treatment7-0509",10449,"2009-06-20 19:55:16","2009-06-20 19:55:16"
"AMT_Script_Treatment7-0509",10450,"2009-06-20 21:22:46","2009-06-20 21:22:46"
"AMT_Script_Treatment11-0509",10451,"2009-06-20 21:45:56","2009-06-20 21:45:56"
"AMT_Script_Treatment7-0509",10452,"2009-09-11 17:25:58","2009-09-11 17:30:05"
"AMT_Script_Treatment13-0509",10453,"2009-06-20 21:52:19","2009-06-20 21:52:19"
"AMT_Script_Treatment12-0509",10454,"2009-09-11 17:39:14","2009-09-11 17:43:50"
"AMT_Script_Treatment8-0509",10455,"2009-06-20 22:24:05","2009-06-20 22:24:05"
"AMT_Script_Treatment11-0509",10456,"2009-06-20 22:38:38","2009-06-20 22:38:38"
"AMT_Script_Treatment4-0509",10457,"2009-06-20 23:12:52","2009-06-20 23:12:52"
"AMT_Script_Treatment14-0509",10458,"2009-06-20 23:54:11","2009-06-20 23:54:11"
"AMT_Script_Treatment11-0509",10459,"2009-06-21 01:43:10","2009-06-21 01:43:10"
"AMT_Script_Treatment3-0509",10460,"2009-06-21 03:10:05","2009-06-21 03:10:05"
"AMT_Script_Treatment14-0509",10461,"2009-06-21 05:25:59","2009-06-21 05:25:59"
"AMT_Script_Treatment9-0509",10462,"2009-06-21 07:10:10","2009-06-21 07:10:10"
"AMT_Script_Treatment9-0509",10463,"2009-06-21 07:23:11","2009-06-21 07:23:37"
"AMT_Script_Treatment8-0509",10464,"2009-06-21 10:36:56","2009-06-21 10:36:56"
"AMT_Script_Treatment14-0509",10465,"2009-06-21 10:43:15","2009-06-21 10:43:15"
"AMT_Script_Treatment16-0509",10466,"2009-06-21 10:44:19","2009-06-21 10:44:19"
"AMT_Script_Treatment13-0509",10467,"2009-06-21 11:16:49","2009-06-21 11:16:49"
"AMT_Script_Treatment5-0509",10468,"2009-09-11 21:11:34","2009-09-11 21:20:19"
"AMT_Script_Treatment5-0509",10469,"2009-06-21 11:42:12","2009-06-21 11:42:12"
"AMT_Script_Treatment11-0509",10470,"2009-06-21 12:50:05","2009-06-21 12:50:05"
"AMT_Script_Treatment12-0509",10471,"2009-06-21 13:06:50","2009-06-21 13:06:50"
"AMT_Script_Treatment8-0509",10472,"2009-06-21 13:31:21","2009-06-21 13:31:21"
"AMT_Script_Treatment8-0509",10473,"2009-06-21 14:48:40","2009-06-21 14:48:40"
"AMT_Script_Control-0509",10474,"2009-06-21 14:45:03","2009-06-21 14:45:03"
"AMT_Script_Treatment2-0509",10475,"2009-06-21 14:56:16","2009-06-21 14:56:16"
"AMT_Script_Treatment16-0509",10476,"2009-06-21 15:18:57","2009-06-21 15:18:57"
"AMT_Script_Treatment15-0509",10477,"2009-06-21 19:27:25","2009-06-21 19:27:25"
"AMT_Script_Treatment2-0509",10478,"2009-09-11 21:48:00","2009-09-11 21:50:16"
"AMT_Script_Treatment6-0509",10479,"2009-06-21 19:45:52","2009-06-21 19:45:52"
"AMT_Script_Treatment16-0509",10480,"2009-06-21 19:44:26","2009-06-21 19:44:26"
"AMT_Script_Treatment15-0509",10482,"2009-06-21 20:10:33","2009-06-21 20:10:33"
"AMT_Script_Treatment8-0509",10483,"2009-09-11 23:01:25","2009-09-11 23:07:44"
"AMT_Script_Treatment14-0509",10485,"2009-06-21 22:43:10","2009-06-21 22:43:10"
"AMT_Script_Treatment16-0509",10486,"2009-06-21 23:03:32","2009-06-21 23:03:32"
"AMT_Script_Treatment15-0509",10487,"2009-06-21 23:32:43","2009-06-21 23:33:49"
"AMT_Script_Treatment14-0509",10489,"2009-06-22 00:51:24","2009-06-22 00:51:24"
"AMT_Script_Treatment5-0509",10490,"2009-06-22 01:04:49","2009-06-22 01:04:49"
"AMT_Script_Treatment3-0509",10491,"2009-06-22 01:10:44","2009-06-22 01:10:44"
"AMT_Script_Treatment9-0509",10492,"2009-06-22 01:10:27","2009-06-22 01:10:27"
"AMT_Script_Treatment13-0509",10493,"2009-06-22 01:30:39","2009-06-22 01:30:39"
"AMT_Script_Treatment13-0509",10494,"2009-06-22 03:08:38","2009-06-22 03:08:38"
"AMT_Script_Treatment6-0509",10495,"2009-06-22 03:25:39","2009-06-22 03:25:39"
"AMT_Script_Treatment14-0509",10496,"2009-09-12 04:29:31","2009-09-12 04:32:24"
